"flight_id","origin_code","destination_code","travel_time","cost"
"FL001300","KHE","MIB","55","1279.66"
"FL001301","YZH","MZO","392","905.5"
"FL001302","TWH","ELZ","114","328.15"
"FL001303","WRN","PPV","233","1184.62"
"FL001304","ATY","HTV","217","331.59"
"FL001305","ATY","RSU","384","313.21"
"FL001306","NKD","CEA","430","585.43"
"FL001307","GAY","SZN","492","1407.82"
"FL001308","UKX","TNI","59","381.98"
"FL001309","CSK","PWO","430","1136.22"
"FL001310","EGN","BXY","472","651.88"
"FL001311","NCJ","IAG","366","1094.18"
"FL001312","MWA","SVC","317","548.66"
"FL001313","NUW","COO","158","350.54"
"FL001314","YTP","SUO","509","277.66"
"FL001315","EFK","GTE","564","861.22"
"FL001316","BSJ","IBI","204","335.35"
"FL001317","RAV","HCJ","350","1399.93"
"FL001318","MIB","OCS","501","313.07"
"FL001319","TEG","LUV","466","328.16"
"FL001320","AOL","HZV","215","283.08"
"FL001321","MGA","TNC","223","1008.54"
"FL001322","INJ","ZMH","594","610.81"
"FL001323","HNM","CWA","519","692.26"
"FL001324","BSJ","TDN","58","389.32"
"FL001325","RSU","WHB","365","1418.07"
"FL001326","ISL","TCJ","401","137.11"
"FL001327","NCJ","HZB","131","111.49"
"FL001328","LGR","ANZ","186","1380.85"
"FL001329","CNI","MFK","234","1385.29"
"FL001330","LMD","ALF","485","516.01"
"FL001331","RMS","PPV","156","284.3"
"FL001332","TII","ONL","485","1261.11"
"FL001333","BWQ","KBN","250","792.01"
"FL001334","INJ","EUC","321","1005.36"
"FL001335","ZMH","BAB","177","591.96"
"FL001336","JAV","CXY","207","175.49"
"FL001337","NKD","OBC","499","930.57"
"FL001338","GMN","KBC","244","330.65"
"FL001339","GJA","TWH","498","765.86"
"FL001340","BRQ","PAL","237","114.85"
"FL001341","DUA","LBJ","523","869.57"
"FL001342","NGI","HWD","333","432.58"
"FL001343","XIN","INT","98","928.08"
"FL001344","WHB","WLP","404","312.81"
"FL001345","BTU","NVN","527","1170.29"
"FL001346","PWO","IBI","579","161.03"
"FL001347","PPV","AUP","553","259.02"
"FL001348","CAH","GLD","210","548.5"
"FL001349","TZX","LUV","118","562.66"
"FL001350","LGR","HNM","490","838.23"
"FL001351","NCJ","TCJ","224","332.61"
"FL001352","GLD","WUV","489","306.19"
"FL001353","NUW","UTK","386","403.46"
"FL001354","FOG","BKM","308","131"
"FL001355","BRQ","RJH","263","199.63"
"FL001356","GNT","ONL","440","455.33"
"FL001357","BSJ","WUV","424","331.44"
"FL001358","MNO","BUM","91","271.2"
"FL001359","BXY","KSH","241","69.66"
"FL001360","AAR","SQV","79","654.96"
"FL001361","BSJ","ZIG","336","1367.28"
"FL001362","HTV","MWA","446","559.11"
"FL001363","HNM","NYM","595","492.78"
"FL001364","MXX","SZN","438","114.84"
"FL001365","SUO","TEG","491","423.41"
"FL001366","ANP","SPA","534","514.37"
"FL001367","PNK","RBS","555","475.92"
"FL001368","FLT","TNC","147","905.96"
"FL001369","HNM","APT","441","190.04"
"FL001370","RKP","RVK","535","531.21"
"FL001371","SZM","MXX","301","358.95"
"FL001372","LLL","SYO","495","946.59"
"FL001373","CNI","URA","133","1235.58"
"FL001374","ULP","LSY","233","1173.61"
"FL001375","SLC","SVC","240","1392.48"
"FL001376","RAV","MRV","114","435.89"
"FL001377","UKX","PGD","362","574.38"
"FL001378","LDE","FOG","146","123.68"
"FL001379","PPV","CEA","166","1124.95"
"FL001380","MUC","BGX","49","1171.35"
"FL001381","ISL","KME","416","1366.6"
"FL001382","LLL","EGN","389","1385.68"
"FL001383","UTK","ABG","171","990.84"
"FL001384","OTQ","KMI","149","924.92"
"FL001385","TDN","JCY","216","1364.66"
"FL001386","TDN","OTQ","392","65.25"
"FL001387","MKB","HCJ","406","769.63"
"FL001388","RPR","BHU","391","334.14"
"FL001389","LUV","TUS","193","1265.07"
"FL001390","KUQ","MFZ","575","823.78"
"FL001391","SYO","DIQ","443","132.75"
"FL001392","WHB","MVE","374","363.02"
"FL001393","NKD","FOG","339","1426.98"
"FL001394","EUC","IAG","355","354.85"
"FL001395","BXG","IUE","476","336.29"
"FL001396","HVK","MZO","228","120.52"
"FL001397","URA","AGN","292","1313.4"
"FL001398","CUI","HCN","509","1489.98"
"FL001399","YKY","MFK","113","869.66"
"FL001400","DEI","BKM","386","918.25"
"FL001401","JMO","PRZ","158","1461.31"
"FL001402","PRV","GBT","504","204.91"
"FL001403","PUQ","DLH","133","205.26"
"FL001404","DRH","GRF","496","1006.88"
"FL001405","LBJ","GBT","453","567.42"
"FL001406","LGR","BEW","335","1411.3"
"FL001407","SAW","MVE","436","902.38"
"FL001408","APT","BKD","305","208.98"
"FL001409","XYE","BCT","417","462.25"
"FL001410","TZX","BRQ","585","983.29"
"FL001411","TDN","ATO","517","960.74"
"FL001412","ELZ","DEI","351","756.79"
"FL001413","ULP","TNC","179","149.77"
"FL001414","RSD","TWH","325","1210.36"
"FL001415","LLT","BAB","151","828.51"
"FL001416","GHE","COO","112","95.5"
"FL001417","GJA","SGD","73","438.37"
"FL001418","LGR","GLC","454","1447.74"
"FL001419","TAP","HLH","124","1136.62"
"FL001420","BTU","AOL","460","128.99"
"FL001421","WYN","MFZ","388","799.86"
"FL001422","WUV","YOP","191","1195.63"
"FL001423","GBT","GMN","246","1004.97"
"FL001424","NNG","PRZ","417","1454.46"
"FL001425","FLT","ZMH","62","256.17"
"FL001426","INT","NKD","262","685.31"
"FL001427","HNM","NGI","245","1135.19"
"FL001428","PYR","TJH","559","90.13"
"FL001429","ARX","RAV","349","1142.96"
"FL001430","WKK","PNA","194","332.11"
"FL001431","RJH","TWH","371","378.05"
"FL001432","YMU","CEW","488","439.35"
"FL001433","WLP","BWQ","337","131.44"
"FL001434","AAR","SPA","247","1063.54"
"FL001435","URM","OUE","481","746.87"
"FL001436","NNK","ARX","416","1381.95"
"FL001437","NUK","GYL","121","93.16"
"FL001438","UAC","LLT","236","944.04"
"FL001439","PNK","RSD","236","667.73"
"FL001440","TAP","YMU","191","995.78"
"FL001441","DUS","LKN","224","1422.13"
"FL001442","CSK","BTU","131","1367.79"
"FL001443","MFK","SHT","559","692.99"
"FL001444","ZMH","RJH","124","456.24"
"FL001445","RPR","JAV","197","1254.33"
"FL001446","ABG","TRV","252","788.74"
"FL001447","URM","HUA","320","94.53"
"FL001448","BAB","ABG","599","1005.55"
"FL001449","TZX","VYI","599","1425.95"
"FL001450","WAK","BEW","426","162.23"
"FL001451","OUE","AUL","180","115.2"
"FL001452","LDE","KIH","484","1157.4"
"FL001453","MIB","PRV","506","103.76"
"FL001454","AOL","MRV","438","1076.04"
"FL001455","DYR","YAQ","110","520"
"FL001456","ONL","MKB","401","1265.17"
"FL001457","RKP","BCM","333","1052.08"
"FL001458","WRN","WAK","90","1312.53"
"FL001459","SEW","TMM","402","1086.42"
"FL001460","GLC","MXX","330","1390.23"
"FL001461","NVN","GEM","226","343.91"
"FL001462","BOX","IKS","467","759.67"
"FL001463","KHE","MNO","170","602.72"
"FL001464","LIC","EGN","428","138.67"
"FL001465","XCO","TBO","146","1104.47"
"FL001466","BSJ","IAG","582","784.83"
"FL001467","SYJ","SGK","71","1057.62"
"FL001468","RJH","FTK","142","619.23"
"FL001469","MKW","ELZ","155","992.53"
"FL001470","PDP","YSI","447","1339.92"
"FL001471","BSI","SZM","190","786.93"
"FL001472","ULP","SZN","191","946.54"
"FL001473","KDL","XCO","114","237.72"
"FL001474","RHO","GWV","344","88.82"
"FL001475","KUQ","OIT","161","281.01"
"FL001476","LLT","PRV","431","681.78"
"FL001477","HCJ","MPJ","85","654.6"
"FL001478","PPV","TFS","183","265.37"
"FL001479","KTA","BSB","166","567.53"
"FL001480","MPJ","BDE","341","467.92"
"FL001481","ACK","AEU","144","350.8"
"FL001482","LMD","XYE","176","803.65"
"FL001483","TAO","BCT","534","1475.71"
"FL001484","YTP","MLF","584","693.79"
"FL001485","FRZ","GNT","261","251.56"
"FL001486","NTC","SHT","293","736.8"
"FL001487","FRZ","SEW","289","1294.61"
"FL001488","MAR","OUE","145","499.66"
"FL001489","NKD","PWK","299","761.56"
"FL001490","UAC","LWY","357","152.99"
"FL001491","TNI","PNK","466","1487.51"
"FL001492","JUU","BAB","549","221.95"
"FL001493","SGT","MFK","52","72.87"
"FL001494","MZH","PGD","407","1276.59"
"FL001495","WYN","TII","524","1336.93"
"FL001496","SPA","BPE","571","736.57"
"FL001497","BKD","BKM","431","505.3"
"FL001498","BOX","DUS","352","1277.23"
"FL001499","BCM","SGT","341","168.19"
"FL001500","LGR","AKQ","216","166.25"
"FL001501","ANP","KSH","341","1200.82"
"FL001502","CSK","UAC","197","942.7"
"FL001503","HTM","BCT","395","1032.66"
"FL001504","AKQ","FLT","384","474.42"
"FL001505","FTK","POD","362","921.18"
"FL001506","BKD","RSD","170","303.02"
"FL001507","ZIG","HWD","527","890.22"
"FL001508","AUV","GLC","268","1195.28"
"FL001509","MIE","TMX","515","282.25"
"FL001510","BUM","ZMH","235","1220.72"
"FL001511","SZM","PRA","590","599.39"
"FL001512","MGA","RPR","529","508.89"
"FL001513","TNC","PDP","301","1098.91"
"FL001514","HTM","CTB","227","1055.2"
"FL001515","MAR","TRK","284","757.07"
"FL001516","PUQ","MIB","523","1458.78"
"FL001517","TRV","RSD","525","304.77"
"FL001518","MAJ","AKQ","595","302.73"
"FL001519","YKY","KUQ","358","779.83"
"FL001520","SLC","SHT","575","273.34"
"FL001521","MIN","PNK","106","1422.71"
"FL001522","PRV","KTA","204","540.52"
"FL001523","KMI","YXQ","371","485.99"
"FL001524","YFJ","HUS","481","545.17"
"FL001525","LLE","GLD","377","595.44"
"FL001526","HNM","TAP","565","73.96"
"FL001527","RSU","MNO","310","1120.56"
"FL001528","TJS","URM","506","1091.8"
"FL001529","TEG","XIN","382","728.9"
"FL001530","POD","TJS","546","197.71"
"FL001531","PNK","GLC","164","376.21"
"FL001532","LMD","ACK","475","613.87"
"FL001533","SEW","BNW","523","1285.76"
"FL001534","ICN","TUS","278","314.96"
"FL001535","FOG","IAG","117","1179.07"
"FL001536","LUV","CAH","278","242.69"
"FL001537","SGT","GMN","182","220.76"
"FL001538","ICN","LBJ","462","1101.9"
"FL001539","BBZ","HTM","498","344.92"
"FL001540","PAL","HVK","123","236.41"
"FL001541","ARX","LGR","465","1050.67"
"FL001542","ULP","APT","303","730.56"
"FL001543","SLC","KHE","515","758.37"
"FL001544","SYO","MZO","541","69.35"
"FL001545","BOX","TPF","542","1496.52"
"FL001546","YSI","BNP","118","1009.06"
"FL001547","CEA","HTG","458","1138.68"
"FL001548","PUJ","FLT","429","1358.45"
"FL001549","IGB","GLD","188","217.13"
"FL001550","WRN","GEM","133","557.94"
"FL001551","YOP","SAW","183","1245.74"
"FL001552","CEA","BAB","567","1475.47"
"FL001553","PNA","LSY","93","633.17"
"FL001554","OIT","HTI","421","1292.42"
"FL001555","IGB","LKN","162","1253.92"
"FL001556","YTP","ABL","433","983.38"
"FL001557","MHS","NUK","336","1178.68"
"FL001558","AAR","SYO","163","606.73"
"FL001559","GTE","CAH","373","1016.14"
"FL001560","RIE","LLL","147","363.27"
"FL001561","JCY","GRF","122","1439.41"
"FL001562","VYI","MNO","88","1235.62"
"FL001563","KXF","PGD","127","1062.26"
"FL001564","ARX","KXF","106","1054.71"
"FL001565","YVQ","PNA","92","825.82"
"FL001566","ZIG","JUU","110","1248.96"
"FL001567","GJA","TII","306","454.17"
"FL001568","BVO","MCC","290","999.93"
"FL001569","TJS","TRK","395","744.01"
"FL001570","BKM","ZIG","326","700.87"
"FL001571","AAR","TII","292","726.56"
"FL001572","KGC","ARX","523","919.94"
"FL001573","PRZ","WJR","367","1221.53"
"FL001574","FLT","DIQ","306","113.16"
"FL001575","MRR","URA","246","676.46"
"FL001576","OIT","PDP","191","518.81"
"FL001577","IGB","ATY","479","806.04"
"FL001578","TAP","KGC","108","553.22"
"FL001579","IAG","UTK","415","106.43"
"FL001580","ABL","TAO","150","173.51"
"FL001581","SUO","GMN","509","998.6"
"FL001582","AEU","KGC","283","437.53"
"FL001583","GLC","RPR","507","437.85"
"FL001584","BPE","CEW","390","145.53"
"FL001585","YSI","RMS","324","263.3"
"FL001586","DEI","GYL","543","1217.01"
"FL001587","SYO","DUA","437","899.47"
"FL001588","WYN","PRZ","223","1484.59"
"FL001589","MZO","XIN","368","1428.24"
"FL001590","GHE","SPA","538","529.08"
"FL001591","MLB","ARX","593","214.66"
"FL001592","PDP","SHT","580","93.44"
"FL001593","DRI","PNA","371","908.67"
"FL001594","RHO","TEG","236","786.8"
"FL001595","HZV","LAD","526","338.87"
"FL001596","GTE","HSZ","199","194.8"
"FL001597","CRI","RSD","121","197.69"
"FL001598","PRA","BGX","94","1258.38"
"FL001599","COO","BWQ","87","369.54"
"FL001600","OSW","GWV","600","1404.44"
"FL001601","VPE","KTA","358","602.66"
"FL001602","SUO","GEM","510","169.53"
"FL001603","OBC","ANP","586","1411.77"
"FL001604","BQO","TMF","265","375.48"
"FL001605","COO","EFK","509","1444.5"
"FL001606","ABL","LMD","337","558.8"
"FL001607","ARX","WUV","239","1465.84"
"FL001608","GHE","RMS","128","329.56"
"FL001609","LAD","KAB","556","416.74"
"FL001610","XIN","WJR","180","839.8"
"FL001611","BZV","DLH","131","665.11"
"FL001612","MIB","RHO","92","847.97"
"FL001613","SAW","RKP","585","725.76"
"FL001614","KMI","AGN","167","645.12"
"FL001615","YXQ","MFZ","522","195.72"
"FL001616","ONL","SLC","102","1226.92"
"FL001617","GTE","SYO","549","1232.23"
"FL001618","TRV","MUC","566","551.94"
"FL001619","ANZ","MNO","576","999.08"
"FL001620","HGD","KBC","405","590.23"
"FL001621","JAV","RVK","153","227.23"
"FL001622","YXQ","CUI","174","1490.53"
"FL001623","HGD","KDL","96","151.41"
"FL001624","TFS","MUC","133","268.25"
"FL001625","SGK","ATO","319","1372.38"
"FL001626","YKY","CRI","474","970.29"
"FL001627","LLT","NTC","497","1012.25"
"FL001628","YVQ","MAR","431","131.18"
"FL001629","MAR","LWY","281","895.56"
"FL001630","IUE","SYJ","408","405.97"
"FL001631","PNK","TJS","101","435.88"
"FL001632","SGD","BTU","211","779.89"
"FL001633","VYI","MIE","430","586.77"
"FL001634","SPA","MHS","114","632.95"
"FL001635","HZB","PWO","154","816.57"
"FL001636","BTU","MLF","551","269.48"
"FL001637","YAQ","TFS","319","855.59"
"FL001638","DYR","LXR","311","1458.69"
"FL001639","TMF","ICN","243","535.02"
"FL001640","YMU","KDL","365","125.39"
"FL001641","KXF","ARZ","338","449.66"
"FL001642","BTU","KSH","287","1259.47"
"FL001643","EUC","YZH","351","205.07"
"FL001644","RJH","RMS","248","1474.7"
"FL001645","TRK","KMI","291","79.38"
"FL001646","ONL","BQO","475","858.6"
"FL001647","KXF","BEW","419","579.16"
"FL001648","BPE","WRN","171","803.42"
"FL001649","SYJ","RHO","152","867.83"
"FL001650","NNK","UTK","196","765.01"
"FL001651","LIC","BNP","149","1065.6"
"FL001652","HZB","BPE","145","871.2"
"FL001653","OME","MAJ","227","369.33"
"FL001654","PRV","OCS","414","902.72"
"FL001655","PRP","GHE","567","278.26"
"FL001656","TAO","ANP","297","881.26"
"FL001657","SRZ","SZM","107","979.99"
"FL001658","YUA","PDP","566","580.72"
"FL001659","INT","CXY","271","1096.42"
"FL001660","TCJ","ANP","338","1431.35"
"FL001661","CWA","BOX","308","66.43"
"FL001662","RBS","MCC","293","672.26"
"FL001663","PAL","PNA","57","162.21"
"FL001664","TAP","NVN","509","824.36"
"FL001665","SVC","FOG","544","1488.53"
"FL001666","BAB","CWA","394","177.02"
"FL001667","MRV","IKS","340","227.7"
"FL001668","YXQ","NUK","59","724.45"
"FL001669","YSI","SYJ","384","843.85"
"FL001670","TNI","ZGR","102","1193.09"
"FL001671","XCO","CUI","129","530.49"
"FL001672","SAW","LMD","411","872.13"
"FL001673","PYR","BTU","330","1417.08"
"FL001674","BCT","MVE","426","1498.9"
"FL001675","DUS","HTV","360","781.91"
"FL001676","DUS","KXF","194","839.03"
"FL001677","TUS","OCS","392","1089.51"
"FL001678","BSI","MNO","561","1151.68"
"FL001679","PUZ","BOX","269","893.11"
"FL001680","WHB","KME","211","879.38"
"FL001681","MKW","ULP","599","462.34"
"FL001682","AEU","NYM","202","1371.47"
"FL001683","KME","SPA","79","360.74"
"FL001684","XYA","TNI","214","432.27"
"FL001685","NCJ","SPA","458","377.95"
"FL001686","COO","NUK","75","1252.35"
"FL001687","OBX","WUV","283","154.35"
"FL001688","MKB","BBZ","383","320.25"
"FL001689","HLH","BKD","153","801.64"
"FL001690","KXF","LDE","105","778.58"
"FL001691","NGI","ABL","275","1354.26"
"FL001692","AUL","BEW","532","1373.66"
"FL001693","LSY","HTI","134","1180.4"
"FL001694","TCJ","CEW","226","579.83"
"FL001695","HUA","YMU","229","1036.63"
"FL001696","TAO","MFZ","478","338.21"
"FL001697","TRK","XYA","108","1330.3"
"FL001698","YOP","RJH","560","676.35"
"FL001699","HTM","YKY","569","820.28"
"FL001700","GLC","YXQ","378","386.39"
"FL001701","MIN","PUZ","188","1481.33"
"FL001702","OBX","GNT","391","82.55"
"FL001703","BGX","PGZ","379","293.45"
"FL001704","ISL","AEU","514","145.64"
"FL001705","YUA","FLT","543","559.62"
"FL001706","LIC","FTK","326","84.39"
"FL001707","MFZ","GEM","197","509.31"
"FL001708","VYI","SRZ","506","1150.44"
"FL001709","MLF","KBC","490","259.83"
"FL001710","SGK","RJH","181","304.41"
"FL001711","BHB","LKN","161","883.78"
"FL001712","IBI","KUQ","473","165.44"
"FL001713","PGD","OME","374","505.98"
"FL001714","BHB","ICN","390","1330.93"
"FL001715","MCC","COO","472","369.27"
"FL001716","TCJ","ARZ","534","1318.01"
"FL001717","BZV","HSZ","374","854.93"
"FL001718","ALF","SZN","100","266.7"
"FL001719","HZV","HNM","94","788.54"
"FL001720","SYO","YUA","506","713.99"
"FL001721","IGB","LUV","551","422.16"
"FL001722","TMM","JMO","322","517.3"
"FL001723","PAL","LLT","116","1094.21"
"FL001724","PUQ","LAD","385","1422.88"
"FL001725","MFZ","MXX","360","553.16"
"FL001726","YMU","MFZ","291","1062.19"
"FL001727","SYO","ZGR","231","823.5"
"FL001728","NNG","HCJ","99","170.16"
"FL001729","YOL","URA","185","571.57"
"FL001730","PGD","ALF","416","756.33"
"FL001731","ATO","VPE","82","1084.06"
"FL001732","LXR","ONL","111","1418.85"
"FL001733","HCJ","RAV","204","706.23"
"FL001734","EUC","SIP","201","1131.19"
"FL001735","TJH","MGA","304","1150.31"
"FL001736","OUE","ULP","130","591.31"
"FL001737","OIT","XYE","215","1080.71"
"FL001738","MFK","BHB","348","909.23"
"FL001739","JAV","NYM","599","1353.46"
"FL001740","RHO","GEM","111","639.41"
"FL001741","KSH","HTV","275","90.33"
"FL001742","URM","ANZ","440","1392.67"
"FL001743","LAD","BSI","377","327.57"
"FL001744","JUU","HUA","210","602.46"
"FL001745","NVN","MIB","540","815.8"
"FL001746","ANP","YOL","136","1294.3"
"FL001747","BHU","MIB","478","465.23"
"FL001748","LWY","BSJ","374","95.82"
"FL001749","HLH","MLB","283","1204.35"
"FL001750","PNK","MKB","345","307.36"
"FL001751","GYL","ONL","420","448.61"
"FL001752","BNP","BRQ","283","1152.17"
"FL001753","SYO","FOG","477","710.71"
"FL001754","RSD","GJA","226","1380.91"
"FL001755","BNW","TCJ","280","248.55"
"FL001756","LMD","KHE","287","994.98"
"FL001757","TJS","MLF","95","198.54"
"FL001758","DUS","HTM","502","1482.02"
"FL001759","TBM","HVK","147","1060.99"
"FL001760","DEI","AOL","154","401.05"
"FL001761","BCM","PUQ","320","1313.17"
"FL001762","LIC","RAV","146","782.01"
"FL001763","MHS","KDL","361","1493.47"
"FL001764","TII","TBO","213","1373.32"
"FL001765","NUK","HZB","242","185.72"
"FL001766","BCM","KXF","198","468.32"
"FL001767","SRZ","RJH","208","237.7"
"FL001768","YOL","NTC","146","536.61"
"FL001769","GAY","IBI","524","1280.04"
"FL001770","YUA","PWO","69","1174.6"
"FL001771","HTV","XCO","243","1457.87"
"FL001772","YUA","URM","200","1137.56"
"FL001773","RIE","CRI","461","1080.38"
"FL001774","CWA","BBZ","582","1409.28"
"FL001775","BQO","TDN","85","1233.85"
"FL001776","SUO","MWA","95","213.84"
"FL001777","KSH","DUA","397","810.51"
"FL001778","CAH","AKQ","588","607.42"
"FL001779","SEW","TUS","432","1040.82"
"FL001780","HZV","MKW","239","1455.96"
"FL001781","KDL","AJF","438","260.39"
"FL001782","XYA","CEA","484","421.94"
"FL001783","FLT","PWK","101","1101.53"
"FL001784","LWY","AUL","560","536.33"
"FL001785","PRA","ICN","401","1063.54"
"FL001786","ELZ","TJH","156","1442.5"
"FL001787","BSB","EGN","448","1442.92"
"FL001788","YOL","TMX","580","692.38"
"FL001789","SLC","KBC","213","494.92"
"FL001790","HCN","CXY","170","1292.46"
"FL001791","ZGR","ONL","212","957.15"
"FL001792","OSW","SWO","538","1146.45"
"FL001793","TAO","EUC","146","1101.77"
"FL001794","IUE","DIQ","476","1145.36"
"FL001795","ATO","HWD","514","797.11"
"FL001796","HWD","URM","511","1405.79"
"FL001797","IGB","BNP","523","618.45"
"FL001798","PWK","WKK","589","846.99"
"FL001799","YZH","SYO","183","1226.76"
"FL001800","SJP","LXR","382","117.23"
"FL001801","DUS","GHE","215","126.38"
"FL001802","IAG","DUA","475","362.41"
"FL001803","KSH","CAH","577","930"
"FL001804","KBC","HGD","105","949.15"
"FL001805","AJF","EUC","412","1054.1"
"FL001806","HTV","HTM","506","102.48"
"FL001807","WHB","KGC","432","1325.22"
"FL001808","PGD","IKS","209","1165.5"
"FL001809","RAV","PDP","61","1178.45"
"FL001810","GHM","RJH","507","1101.13"
"FL001811","UAC","DIQ","78","599.79"
"FL001812","JAV","MAJ","289","510"
"FL001813","BXG","NTC","192","190.74"
"FL001814","MRR","SEW","123","458.8"
"FL001815","ISL","TNC","346","1350.58"
"FL001816","LSY","GAY","185","332.45"
"FL001817","BDE","KME","424","537.21"
"FL001818","HLH","AUV","342","1410.45"
"FL001819","RVK","ZIG","289","714.88"
"FL001820","GAY","MCC","154","614.68"
"FL001821","LUV","SQV","434","356.57"
"FL001822","SHT","BNW","133","131.68"
"FL001823","KGC","YKY","119","586.45"
"FL001824","AUP","LDE","514","1065.67"
"FL001825","NVN","CTB","551","260.42"
"FL001826","ALF","ATO","344","801.01"
"FL001827","PNK","APT","108","1362.62"
"FL001828","CWA","INT","553","990.7"
"FL001829","BCM","YXQ","431","113.13"
"FL001830","BNP","TEG","232","403.59"
"FL001831","RAV","NTC","432","1280.42"
"FL001832","FOG","PPV","465","1226.48"
"FL001833","UKX","ZIG","230","1332.51"
"FL001834","IAG","MWA","465","1291.04"
"FL001835","CSK","OUE","406","1316.13"
"FL001836","BOX","SWO","328","1425.98"
"FL001837","KXF","SIP","98","96.27"
"FL001838","BUM","LSY","65","167"
"FL001839","RAV","BGX","599","1495.36"
"FL001840","DIQ","TMF","543","618.16"
"FL001841","FLT","MKW","48","1209.27"
"FL001842","OSW","LAD","348","366.11"
"FL001843","PGD","RSD","492","746.26"
"FL001844","INJ","TNC","116","1338.68"
"FL001845","MZO","HWD","331","247.06"
"FL001846","MZH","GEM","330","191.73"
"FL001847","SZN","BHB","458","675.83"
"FL001848","DLH","TJH","158","840.31"
"FL001849","NKD","TWH","406","1221.15"
"FL001850","GTN","HGD","375","492.42"
"FL001851","ABG","XYA","392","717.46"
"FL001852","TRK","TCJ","421","1031.16"
"FL001853","AJF","BBZ","530","1359.61"
"FL001854","BWQ","PUJ","219","767.54"
"FL001855","RJH","TJS","96","196.26"
"FL001856","NKD","PYR","129","984.78"
"FL001857","KGC","TWH","149","255.58"
"FL001858","RSU","LBJ","400","653.27"
"FL001859","RHO","MGA","149","333.3"
"FL001860","BBZ","SGD","94","269.72"
"FL001861","TUS","PRV","535","1429.7"
"FL001862","OME","KME","249","810.34"
"FL001863","OBX","TBM","53","539.62"
"FL001864","FOG","HTM","51","1246.74"
"FL001865","GEM","SEW","501","1125.28"
"FL001866","SDC","CWA","522","381.37"
"FL001867","RBS","BDE","462","1440.84"
"FL001868","LXR","MZO","258","1117.35"
"FL001869","ZMH","OBX","329","374.94"
"FL001870","YTP","LUV","465","539.64"
"FL001871","AOL","JAV","149","1006.75"
"FL001872","MKW","LLL","485","998.8"
"FL001873","LUV","EUC","300","239.58"
"FL001874","YTP","LTW","475","119.87"
"FL001875","TDN","ISL","313","670.49"
"FL001876","BVO","TBO","568","1244.43"
"FL001877","TRV","XIN","327","1027.77"
"FL001878","SYJ","WRN","372","822.75"
"FL001879","BNW","SIP","514","1074.26"
"FL001880","HCN","LUV","554","293.2"
"FL001881","JAV","LKN","465","370.42"
"FL001882","IUE","BHB","322","745.95"
"FL001883","YMU","AXX","49","888.95"
"FL001884","HVK","KXF","479","761.15"
"FL001885","DYR","EUC","536","96.22"
"FL001886","SRZ","NVN","414","649.47"
"FL001887","TRV","GTE","545","1136.34"
"FL001888","SRS","PRV","428","73.83"
"FL001889","ZIG","LBJ","465","713.96"
"FL001890","DIQ","DYR","132","800.33"
"FL001891","SAW","LAD","322","805.09"
"FL001892","SYO","MCC","495","1344.86"
"FL001893","TII","BRQ","589","1480.26"
"FL001894","BXY","EFK","246","848.1"
"FL001895","MRV","ATO","290","1120.77"
"FL001896","GAY","AUV","585","208.57"
"FL001897","SAW","BKD","508","634.08"
"FL001898","LXR","KSH","508","1499"
"FL001899","SVC","EGN","179","1166.84"
"FL001900","CNI","HTI","391","1156.62"
"FL001901","PYR","GLD","67","272.06"
"FL001902","LGR","TAP","429","1285.44"
"FL001903","SGK","SVC","56","500.97"
"FL001904","TMX","NCJ","130","104.78"
"FL001905","MWA","YFJ","454","1193.58"
"FL001906","AUP","YOL","220","608"
"FL001907","JMO","APT","476","1425.23"
"FL001908","ANZ","GJA","559","474.7"
"FL001909","BEW","BXG","388","568.46"
"FL001910","HGD","ZMH","51","172.88"
"FL001911","MKW","SEW","290","591.26"
"FL001912","LLL","KBN","441","1196.65"
"FL001913","MGA","TDN","439","385.06"
"FL001914","YOL","PGZ","368","1077.27"
"FL001915","TMF","ISL","391","220.24"
"FL001916","PWK","BQO","157","584.62"
"FL001917","XIN","GEM","369","932.92"
"FL001918","LBJ","YTP","258","1006.96"
"FL001919","DUS","JCY","585","1422.29"
"FL001920","ANP","FTK","192","1482.18"
"FL001921","GEM","PRZ","536","1067.68"
"FL001922","MIN","OME","99","1372.84"
"FL001923","BNP","XYE","156","1357.54"
"FL001924","RHO","OCS","478","169.97"
"FL001925","NYM","BKM","570","215.06"
"FL001926","SYJ","RIE","540","742.37"
"FL001927","RSD","AUV","242","611.39"
"FL001928","DEI","BQO","370","965.33"
"FL001929","HSZ","OBC","51","1161.23"
"FL001930","CTB","TUS","519","1063.93"
"FL001931","BSI","EFK","122","446.78"
"FL001932","SZM","DUS","325","1382.67"
"FL001933","NCJ","AOL","523","777.95"
"FL001934","XYE","TBM","45","517.22"
"FL001935","AJF","YOL","521","239.84"
"FL001936","GLC","ABL","143","1377.02"
"FL001937","TNC","MLF","75","367.99"
"FL001938","BVO","SHL","376","784.34"
"FL001939","BEW","GTN","378","200.15"
"FL001940","VPE","CNI","289","577.56"
"FL001941","GTN","PRZ","581","1269.68"
"FL001942","OME","TPF","366","1050.2"
"FL001943","OBC","ACK","166","159.53"
"FL001944","DYR","HNM","137","1202.11"
"FL001945","ABL","BNW","491","727.31"
"FL001946","KHE","MNO","249","640.67"
"FL001947","BUM","BRQ","477","1216.74"
"FL001948","TCJ","WJR","68","1388.61"
"FL001949","GHE","PRA","532","194.82"
